metadata,question,answer,ground_truths,keywords,passed
{},跟领导吃饭，转盘是顺时针转，还是逆时针转？,"跟领导吃饭时，转盘应该顺时针缓慢转动。14
转盘转动礼仪
在正式的餐饮场合,尤其是有长辈或领导在场时,转盘的转动方向和速度都有一定的礼仪要求:


转动方向应该是顺时针方向。14 这是一种规定,如果你逆我顺,盘子就无法正常转动了。1


转动速度应该缓慢。14 切忌快速旋转,这被视为是失礼的行为。


一道菜刚上来时,应先转到主人、主宾、尊长面前,待他们享用后再缓慢转动让其他人取用。1


遵守这些转盘礼仪,不仅表现出你的谦逊有礼,也能让用餐氛围更加和谐。所以跟领导吃饭时,请记住顺时针缓慢转动转盘。",['跟领导吃饭时，转盘应该顺时针转。'],['顺时针'],True
{},黄花大闺女黄花是指什么花？,"黄花大闺女中的""黄花""一词源于两个传说:


南朝刘宋时期,寿阳公主在含章殿小憩时,梅花瓣落在她额头上留下淡淡花痕。1后人效仿这种妆扮,用黄色颜料勾勒花朵图案,称为""花黄""或""额花""。2


古诗词中有""对镜贴花黄""的描写,指未婚女子在额头上描绘花朵图案作为装饰,常用的是黄色植物染料。12


后来,""花黄""演变为""黄花"",专指未婚少女。另一种解释是,菊花在中国文化中象征着女子的纯洁高雅,所以""黄花""也指代菊花,用以比喻处女的品德操守。12
综上所述,""黄花大闺女""中的""黄花""主要指梅花、菊花以及用于妆扮的黄色植物染料,是对未婚少女纯洁高雅形象的比喻。12","['""黄花大闺女""中的""黄花""通常指的是菊花。古代中国认为菊花能傲霜耐寒，是高洁雅致的象征，因此用""黄花""来代表未出嫁的少女。']",['菊花'],True
{},卧薪嘗膽的主人公是誰？,"卧薪嘗膽的主人公是越王勾践。1
勾践是春秋末期越国的国君。当时吴王阖闾攻打越国,勾践战败后被俘虏到吴国,在吴王夫差手下受尽屈辱。为了将来报复吴国,勾践""目卧则攻之以蓼,足寒则渍之以水,冬常抱冰,夏还握火"",并""悬胆于廷,熟视无厌"",用各种残酷的方式锻炼自己,表现出了坚韧不拔的报国报复心理。1后来勾践获释归国,最终在会稽大败吴军,夺回了越国的土地和尊严。",['卧薪嘗膽的主人公是越王勾踐。'],['勾踐'],False
{},相亲时媒婆说男方会疼人，这是什么意思？,"当媒婆说一个男方""很会疼人""时,实际上是在暗示这个男方曾经离过婚。3 ""很会疼人""这句话是媒婆常用的一种黑话,潜台词是提醒女方这个男方有离婚经历,需要多加留意。3
媒婆在介绍相亲对象时往往会使用一些委婉的说法,用一些看似正面的词语掩盖一些负面的事实。3 所以当媒婆说一个男方""很会疼人""时,女方需要谨慎对待,因为这可能是媒婆用黑话暗示他曾经离过婚的事实。3","['当媒婆说男方""很会疼人""时，这通常意味着一个警告信号，表示该男性可能是离异人士。']",['年纪大||离过婚||离婚||离异'],True
{},宮沢賢治にはどんな著作がありますか。,"宮沢賢治には多くの著作がありますが、代表的なものとして以下が挙げられます。
童話作品


『銀河鉄道の夜』123 - 宮沢賢治の最高傑作とされる代表作。宇宙の果てにある銀河鉄道を舞台に、生と死の問題を描いた哲学的な童話。


『注文の多い料理店』13 - 料理人と動物たちとの交流を通して、食物連鎖の摂理を描いた作品。


『やまなし』3 - 山梨県の地名にちなんだ題名の童話集。「どんぐりと山猫」「セロひきのゴーシュ」など多くの名作が収録されている。


詩作品


『春と修羅』2 - 宮沢賢治を代表する詩集。自然への畏敬の念と、人間存在への問いかけが綴られている。


『新計雑誌』1 - 宮沢賢治が自費出版した詩集。「たんぽぽ」「雲をつかむ話」など有名な詩が収録されている。


その他作品


『農民芸術概論綱要』1 - 農民文化の価値を説いた評論。賢治の農民への思いが込められている。


『心象スケッチ』2 - 宮沢賢治の散文作品の総称。「屈折率」「くらかけの雪」など、自然観察に基づく作品が多い。


宮沢賢治の作品は、自然への畏敬の念と人間存在への問いかけが特徴的で2、今なお多くの人々に愛され続けている。3",['「注文の多い料理店」（1924年）: 宮沢賢治の代表作の一つであり、多くの人々に愛されています。物語は注文の多い料理店の主人と、その店を支える猫の心温まる交流を描いています。\n「雨ニモマケズ」（1931年）: 別名「雨にも負けず」で知られる作品で、風雨に負けない強い心を持つことの大切さを描いています。この作品も宮沢賢治の人気作品の一つです。\n「銀河鉄道の夜」（未定稿）: 未完の作品であり、賢治の死後に発見されました。銀河鉄道を舞台にした幻想的な物語で、多くの読者を魅了しています。\n「風の又三郎」（1934年）: 宮沢賢治が亡くなった後に出版された作品であり、風の音を聞くことのできる又三郎という少年の物語です。'],"['雨ニモマケズ', '注文の多い料理店', '銀河鉄道の夜', '風の又三郎']",False
{},進撃の巨人はいつ発行されましたか？,"進撃の巨人の原作漫画は、2009年9月から2021年4月まで講談社の「別冊少年マガジン」にて連載されていました。13
コミックスは全34巻で、最終巻である34巻が2021年6月9日に発売されました。2
つまり、進撃の巨人の漫画連載期間は2009年9月から2021年4月の約12年間で、コミックス化は2021年6月に完結しています。123",['「進撃の巨人」は、諫山創による日本の漫画作品で、2009年9月9日に発行が開始されました。そして、2021年4月9日に連載が完結しました。最新刊（34巻）は2021年6月9日に発売されました⁵。この作品は世界中で非常に人気があり、多くの派生作品が生まれています。'],['2009年9月'],True
{},三體中那個真正會魔法的妓女叫什麼？,"根據給出的搜索結果,三體小說中並沒有提及任何會魔法的妓女角色。12這些搜索結果主要涉及三體小說中關於""鱼和水""的隱喻描寫,以及對話的分析解讀,但都沒有提到會魔法的妓女。其他搜索結果345也與此無關。因此,三體小說中沒有出現會魔法的妓女這個角色設定。",['在《三體》系列中，真正會魔法的妓女被稱為狄奧倫娜（Diolena）. 狄奧倫娜是一位十五世紀拜占庭帝國時期的妓女，被描述為可能是人類歷史上唯一一個真正的魔法師. 這個角色引發了故事中關於多維空間和神秘力量的討論，是《三體》系列中引人注目的角色之一。'],['狄奧倫娜||Diolena'],False
{},奥の細道は何年生まれですか。,"『奥の細道』は松尾芭蕉の紀行文ですが、生まれた年は書かれていません。1234 松尾芭蕉自身は1644年(寛永21年)に三重県伊賀市で生まれました。3
『奥の細道』は1689年(元禄2年)に芭蕉が46歳のときに門人の曽良とともに江戸を出発し、東北・北陸地方を巡った旅の記録です。13 この旅の途中で詠まれた俳句や出来事が書かれており、芭蕉が亡くなる5年前の1694年(元禄7年)まで清書が続けられました。4 つまり、『奥の細道』自体は1689年から1694年にかけて執筆された作品です。",['奥の細道の作者は、江戸時代の俳人である松尾芭蕉です。芭蕉は1644年に生まれました。'],['1644'],True
{},正岡子は何年に俳句革新運動に参加しましたか。,"正岡子規は明治25年(1892年)10月14日に俳句創作に没頭することを決意し、俳句革新運動に参加しました。2
子規は箱根を越えて三島に入り、三嶋大社にお参りした後、現在のみしまプラザホテルの場所にあった相模屋に宿泊しました。2 この出来事が子規の俳句革新運動の始まりとされています。23",['正岡子規は、1893年（明治26年）に「獺祭書屋俳話（だっさいしょおくはいわ）」を新聞『日本』に連載し、俳句革新運動を開始しました'],['1893'],False
{},松尾芭蕉の父の名前は何ですか。,"松尾芭蕉の父の名前は松尾与左衛門でした。3
松尾芭蕉の家系
松尾芭蕉は1644年(寛永21年)に三重県伊賀市上野赤坂町で生まれました。父は松尾与左衛門、母の名前は不明ですが、兄の半左衛門命清のほか、姉1人と妹3人がいました。家格は無足人(一種の郷士・地侍級の農民)でした。13
13歳の時に父与左衛門が亡くなり、19歳で津藩主藤堂良勝の七男・藤堂良忠(俳号・蝉吟)の側近となりました。2 良忠が25歳で急死すると、芭蕉は失職しましたが、俳句の道を究めていきました。2",['松尾芭蕉の父の名前は松尾与左衛門です'],['は松尾与左衛門です'],False
