metadata,question,answer,ground_truths,keywords,passed
{},跟领导吃饭，转盘是顺时针转，还是逆时针转？,转盘的旋转方向通常是顺时针转动。,['跟领导吃饭时，转盘应该顺时针转。'],['顺时针'],True
{},黄花大闺女黄花是指什么花？,黄花大闺女中的黄花指的是黄色的花朵。根据搜索结果，黄花大闺女中的黄花可能是指Solidago decurrens Lour.和Hemerocallis citrina Baroni这两种花。其中Solidago decurrens Lour.是一种黄色的花，而Hemerocallis citrina Baroni是一种黄色的百合花。请注意，这只是根据搜索结果的推测，具体的含义可能需要进一步的确认。,"['""黄花大闺女""中的""黄花""通常指的是菊花。古代中国认为菊花能傲霜耐寒，是高洁雅致的象征，因此用""黄花""来代表未出嫁的少女。']",['菊花'],False
{},卧薪嘗膽的主人公是誰？,"卧薪嘗膽的主人公是誰？
根據搜索結果，我無法確定卧薪嘗膽的主人公是誰。很抱歉無法提供準確的答案。",['卧薪嘗膽的主人公是越王勾踐。'],['勾踐'],False
{},相亲时媒婆说男方会疼人，这是什么意思？,"媒婆说男方会疼人，这是什么意思？
当媒婆说男方会疼人时，这通常意味着男方会对女方关心、体贴和照顾。这是一种表达男方对女方的爱和关怀的方式。这可能包括在日常生活中照顾女方的需求，关心她的感受，以及尽力让她感到幸福和","['当媒婆说男方""很会疼人""时，这通常意味着一个警告信号，表示该男性可能是离异人士。']",['年纪大||离过婚||离婚||离异'],False
{},宮沢賢治にはどんな著作がありますか。,"宮沢賢治の著作について
宮沢賢治は、日本の作家であり、童話や詩などの幅広いジャンルで著作を残しました。彼の作品は、その独特な世界観や深いメッセージ性で知られています。
以下は、宮沢賢治の代表的な著作のいくつかです:

『銀河鉄道の夜』: 宮沢賢
",['「注文の多い料理店」（1924年）: 宮沢賢治の代表作の一つであり、多くの人々に愛されています。物語は注文の多い料理店の主人と、その店を支える猫の心温まる交流を描いています。\n「雨ニモマケズ」（1931年）: 別名「雨にも負けず」で知られる作品で、風雨に負けない強い心を持つことの大切さを描いています。この作品も宮沢賢治の人気作品の一つです。\n「銀河鉄道の夜」（未定稿）: 未完の作品であり、賢治の死後に発見されました。銀河鉄道を舞台にした幻想的な物語で、多くの読者を魅了しています。\n「風の又三郎」（1934年）: 宮沢賢治が亡くなった後に出版された作品であり、風の音を聞くことのできる又三郎という少年の物語です。'],"['雨ニモマケズ', '注文の多い料理店', '銀河鉄道の夜', '風の又三郎']",False
{},進撃の巨人はいつ発行されましたか？,進撃の巨人は2013年に発行されました。,['「進撃の巨人」は、諫山創による日本の漫画作品で、2009年9月9日に発行が開始されました。そして、2021年4月9日に連載が完結しました。最新刊（34巻）は2021年6月9日に発売されました⁵。この作品は世界中で非常に人気があり、多くの派生作品が生まれています。'],['2009年9月'],False
{},三體中那個真正會魔法的妓女叫什麼？,根据搜索结果，我无法找到关于《三体》中真正会魔法的妓女的信息。很抱歉，我无法回答这个问题。如果您有其他问题，我会很乐意帮助您。,['在《三體》系列中，真正會魔法的妓女被稱為狄奧倫娜（Diolena）. 狄奧倫娜是一位十五世紀拜占庭帝國時期的妓女，被描述為可能是人類歷史上唯一一個真正的魔法師. 這個角色引發了故事中關於多維空間和神秘力量的討論，是《三體》系列中引人注目的角色之一。'],['狄奧倫娜||Diolena'],False
{},奥の細道は何年生まれですか。,"🤖 Sorry, something went wrong. Please try again later, or see search results.
Our team is looking into it. If you would like to follow up on this issue, please visit our Feedback Portal or let us know on our Discord. Please include the following Error ID in your message: 40b5bee5-fec0-4807-b422-2fba6459889b|8390fbd5-775f-4250-9224-f560063a1ccf|2024-04-24T15:47:24.959Z",['奥の細道の作者は、江戸時代の俳人である松尾芭蕉です。芭蕉は1644年に生まれました。'],['1644'],False
{},正岡子は何年に俳句革新運動に参加しましたか。,"正岡子は何年に俳句革新運動に参加しましたか。
私の調査結果によると、正岡子は1927年に俳句革新運動に参加しました。[[1]]
この運動は、伝統的な俳句の形式やテーマに挑戦し、新しい表現方法やテーマ性を追求するものでした。正岡子はその中で活躍し、俳句の新たな可能性を模索しました。
参考",['正岡子規は、1893年（明治26年）に「獺祭書屋俳話（だっさいしょおくはいわ）」を新聞『日本』に連載し、俳句革新運動を開始しました'],['1893'],False
{},松尾芭蕉の父の名前は何ですか。,松尾芭蕉の父の名前は松尾常太夫です。[[1]],['松尾芭蕉の父の名前は松尾与左衛門です'],['は松尾与左衛門です'],False
